Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1198326,2015-07-22 17:11:47,2015-12-10 11:48:27,24524378,1839328350,0,75,1294,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/001170/SRR1198326,SRX493921,TAGU002,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP040242,PRJNA241410,2,241410,SRS576611,SAMN02689729,simple,59729,Taeniopygia guttata,TAGU002,,,,,female,,no,,,,,EAST CAROLINA UNIVERSITY,SRA146433,,public,D56BF714FC3171B2DC3546A4A4E665F0,8E194C8F2C05F138A8449361B34A74C1
SRR1198328,2014-06-06 10:58:23,2014-03-18 17:47:01,22301763,1672632225,0,75,1189,,https://sra-download.ncbi.nlm.nih.gov/traces/sra17/SRR/001170/SRR1198328,SRX493922,TAGU003,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP040242,PRJNA241410,2,241410,SRS576612,SAMN02689730,simple,59729,Taeniopygia guttata,TAGU003,,,,,female,,no,,,,,EAST CAROLINA UNIVERSITY,SRA146433,,public,5A6118BFFDD5389088B6C31EE01BA6BF,6D4A3F459657D0E5C9D8791DCF58F767
SRR1199463,2015-07-22 17:12:55,2015-12-10 12:38:20,80114856,16022971200,80114856,200,9264,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/001171/SRR1199463,SRX493919,WCS001,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP040241,PRJNA241409,,241409,SRS576609,SAMN02689727,simple,44393,Zonotrichia leucophrys,WCSP001,,,,,male,,no,,,,,EAST CAROLINA UNIVERSITY,SRA146430,,public,BCBB9C513F4AAF20278B9FF146077D74,B64FB2C8833F7E5F46C0D6A434B784DB
SRR1200734,2016-03-24 00:00:00,2015-12-10 02:05:38,51708995,2585449750,0,50,1730,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/001172/SRR1200734,SRX497497,TS707,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1000,SRP040426,PRJNA231930,,231930,SRS579490,SAMN02358170,simple,44394,Zonotrichia albicollis,TS707,,,,,Male,,no,,,,,YRK-NHP-GENCORE,SRA148660,,public,EB41DB12E595DA36F69756206972BC49,6D64A329368B77F304BB0735C32E6170
SRR1200836,2016-03-24 00:00:00,2015-12-10 03:03:39,42821458,2141072900,0,50,1155,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/001172/SRR1200836,SRX497599,TS974,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1000,SRP040426,PRJNA231930,,231930,SRS579568,SAMN02358171,simple,44394,Zonotrichia albicollis,TS974,,,,,Male,,no,,,,,YRK-NHP-GENCORE,SRA148660,,public,B07C55A1EBB3E477E77AAB3B109BCD8C,A38EEECAF8D1E5B5FA863B97ECA55F08
SRR1200893,2016-03-24 00:00:00,2014-03-24 16:45:21,197507991,39896614182,197507991,202,27064,,https://sra-download.ncbi.nlm.nih.gov/traces/sra17/SRR/001172/SRR1200893,SRX497636,,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1000,SRP040426,PRJNA231930,,231930,SRS579608,SAMN02358168,simple,44394,Zonotrichia albicollis,SWS1128,,,,,female,,no,,,,,YRK-NHP-GENCORE,SRA148660,,public,1805309D4F6DC78B20C3B234F246E880,F63C5592120FABE6C198105C158A0BE1
SRR1200894,2016-03-24 00:00:00,2014-03-24 17:43:50,205574926,41526135052,205574926,202,28714,,https://sra-download.ncbi.nlm.nih.gov/traces/sra17/SRR/001172/SRR1200894,SRX497637,,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1000,SRP040426,PRJNA231930,,231930,SRS579609,SAMN02358172,simple,44394,Zonotrichia albicollis,WS1131,,,,,Female,,no,,,,,YRK-NHP-GENCORE,SRA148660,,public,BBF7690C2D82BDEAB5E2F40D6090D6EC,FDE6DB1573638D46189586BF13A3D492
SRR1200895,2016-03-24 00:00:00,2014-03-24 17:11:54,215919823,43615804246,215919823,202,29872,,https://sra-download.ncbi.nlm.nih.gov/traces/sra17/SRR/001172/SRR1200895,SRX497638,,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1000,SRP040426,PRJNA231930,,231930,SRS579610,SAMN02358169,simple,44394,Zonotrichia albicollis,TS1150,,,,,Female,,no,,,,,YRK-NHP-GENCORE,SRA148660,,public,B6FBB60AA162080C615E1978A32CD442,77D0D42FC00DF14026453A09E8402DC4
SRR1200896,2016-03-24 00:00:00,2015-12-10 03:06:25,46005096,2300254800,0,50,1538,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/001172/SRR1200896,SRX497634,,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1000,SRP040426,PRJNA231930,,231930,SRS579602,SAMN02358173,simple,44394,Zonotrichia albicollis,WS719,,,,,Male,,no,,,,,YRK-NHP-GENCORE,SRA148660,,public,AE0FAAE03CB2B51D67D7F0DF43A12361,1FB95B2FCDB4653D833EACD55D9E4319
SRR1200897,2016-03-24 00:00:00,2015-12-10 02:55:15,34315043,1715752150,0,50,925,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/001172/SRR1200897,SRX497602,,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1000,SRP040426,PRJNA231930,,231930,SRS579571,SAMN02358174,simple,44394,Zonotrichia albicollis,WS955,,,,,Male,,no,,,,,YRK-NHP-GENCORE,SRA148660,,public,E654474A1668CF21409756AF5EA1A9CB,9DE4507D8CD18B1BE97EAA22C466BEF5
SRR1210380,2014-04-17 00:00:00,2014-04-03 15:14:47,9551003,964651303,0,101,507,,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/001182/SRR1210380,SRX271449,GF-Hypo-High_Fat,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP021481,PRJNA168045,,168045,SRS415888,SAMN02054306,simple,8996,Numida meleagris,GF_Hypo_High Fat Diet,,,,,,,no,,,,,TENNESSEE STATE UNIVERSITY,SRA073599,,public,C9EE9F76CC4615EA9D1F32A532846515,34E116F40B8BFF2FE6FC2F617B22DD89
SRR1210588,2014-04-10 00:00:00,2014-04-02 04:59:15,41679090,4251267180,41679090,102,2749,,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/001182/SRR1210588,SRX505047,,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP040761,PRJNA243125,2,243125,SRS584669,SAMN02713539,simple,37601,Chloris chloris,2013-900,,,,,female,,no,,,,,UNIVERSITY OF TARTU,SRA150202,,public,DC8EABB735968F352C1409D6DF294A43,4C4EFB45ED5A66958A612344E0D6E361
SRR1210604,2014-04-10 00:00:00,2014-04-02 08:02:08,85215161,8691946422,85215161,102,5585,,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/001182/SRR1210604,SRX505060,,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP040761,PRJNA243125,2,243125,SRS584670,SAMN02713517,simple,37601,Chloris chloris,2013-884,,,,,female,,no,,,,,UNIVERSITY OF TARTU,SRA150202,,public,8D65D68907E23555DC2B9BC31C2E2078,BA02FDB3EA1E4E15F9A2B18144AB1A63
SRR1210631,2014-04-10 00:00:00,2014-04-02 07:00:07,73142585,7460543670,73142585,102,4804,,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/001182/SRR1210631,SRX505091,,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP040761,PRJNA243125,2,243125,SRS584687,SAMN02713515,simple,37601,Chloris chloris,2013-872,,,,,female,,no,,,,,UNIVERSITY OF TARTU,SRA150202,,public,03851AE93CF7042CD143A0C5D9C30DB2,164675AAC551DDF6B5EE68441DA7CD0C
SRR1210634,2014-04-10 00:00:00,2014-04-01 12:21:07,54065956,5514727512,54065956,102,3571,,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/001182/SRR1210634,SRX505098,,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP040761,PRJNA243125,2,243125,SRS584691,SAMN02713513,simple,37601,Chloris chloris,2013-840,,,,,female,,no,,,,,UNIVERSITY OF TARTU,SRA150202,,public,B33CAA3C4B452B54D9A88A7B58F03E1C,F47C75A63529FE33672085309322371E
SRR1210635,2014-04-10 00:00:00,2014-04-01 11:29:56,72738895,7419367290,72738895,102,4736,,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/001182/SRR1210635,SRX505099,,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP040761,PRJNA243125,2,243125,SRS584692,SAMN02713511,simple,37601,Chloris chloris,2013-837,,,,,female,,no,,,,,UNIVERSITY OF TARTU,SRA150202,,public,549892269BD64809D07FA4A98DCF4788,4184345D24D3CFDE3A589B3A024ABA28
SRR1210636,2014-04-10 00:00:00,2014-04-02 05:22:26,69584860,3548827860,0,51,2187,,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/001182/SRR1210636,SRX505100,,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP040761,PRJNA243125,2,243125,SRS584693,SAMN02713509,simple,37601,Chloris chloris,2013-442,,,,,female,,no,,,,,UNIVERSITY OF TARTU,SRA150202,,public,E0D8D6F08393086DDD24BC5544A23C06,8D7D36CB52DD3E3AEA2FACA923D05E3A
SRR1210637,2014-04-10 00:00:00,2014-04-01 10:29:19,115766294,5904080994,115766294,51,3884,,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/001182/SRR1210637,SRX505101,,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP040761,PRJNA243125,2,243125,SRS584694,SAMN02713508,simple,37601,Chloris chloris,2013-420,,,,,female,,no,,,,,UNIVERSITY OF TARTU,SRA150202,,public,571F8E671842246495A0CAE3C867C7AC,8D481CF5450E58748F6A805E39B4293D
SRR1210642,2014-04-10 00:00:00,2014-04-02 06:02:19,57039966,5818076532,57039966,102,3733,,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/001182/SRR1210642,SRX505102,,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP040761,PRJNA243125,2,243125,SRS585978,SAMN02713507,simple,37601,Chloris chloris,2013-413,,,,,female,,no,,,,,UNIVERSITY OF TARTU,SRA150202,,public,D4E2E8218AF0D07F01D151142749CDCE,3E78A47C3C00687D38689BFC93696C7B
SRR1213063,2014-09-08 00:00:00,2014-04-03 12:57:28,8291900,837481900,0,101,437,,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/001184/SRR1213063,SRX507293,GF-BM/B,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP021481,PRJNA168045,,168045,SRS586251,SAMN02714076,simple,8996,Numida meleagris,GF-Bursa/Bone Marrow,,,,,male,,no,,,,,TENNESSEE STATE UNIVERSITY,SRA150691,,public,AC0DE32B4482134F7C35D16C827FD07B,FFC01FC021093A520B79F95DF37C953C
SRR1238747,2015-07-22 17:12:23,2015-11-29 13:36:12,80114856,16022971200,80114856,200,9264,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/001209/SRR1238747,SRX514971,GWCS,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,400,0,ILLUMINA,Illumina HiSeq 2500,SRP041107,PRJNA244312,2,244312,SRS591046,SAMN02725210,simple,257770,Zonotrichia leucophrys gambelii,GWCS hypothalamus pool 12_22_2010,,,,,male,,no,,,,,CORNELL,SRA157272,,public,BCBB9C513F4AAF20278B9FF146077D74,B64FB2C8833F7E5F46C0D6A434B784DB
SRR1248274,2015-07-22 17:05:04,2015-11-29 15:26:23,37278991,1565717622,0,42,1436,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/001219/SRR1248274,SRX520322,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP041256,PRJNA244864,2,244864,SRS593896,SAMN02729306,simple,9031,Gallus gallus,GSM1370705,,,,,,,no,,,,,GEO,SRA158277,,public,C40386E66209595A2921C2CB0A9B6614,FD64D0A06E4200F06B045C92BA040049
SRR1248275,2015-07-22 17:05:07,2015-11-29 15:28:02,44619277,1874009634,0,42,1673,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/001219/SRR1248275,SRX520323,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP041256,PRJNA244864,2,244864,SRS593897,SAMN02729314,simple,9031,Gallus gallus,GSM1370706,,,,,,,no,,,,,GEO,SRA158277,,public,9A850D532FF888239EE472767F8FE905,F6127695274E7C86DBF4D0D5F5CFC995
SRR1248276,2015-07-22 17:05:07,2015-11-29 15:21:41,22956264,964163088,0,42,881,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/001219/SRR1248276,SRX520324,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP041256,PRJNA244864,2,244864,SRS593898,SAMN02729309,simple,9031,Gallus gallus,GSM1370707,,,,,,,no,,,,,GEO,SRA158277,,public,8F222F4024688DD5814BC04C23440EA0,B08E5F39CA305DFEC96AFA7510DA30CB
SRR1248277,2015-07-22 17:05:04,2015-11-29 15:40:50,56769604,2384323368,0,42,1695,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/001219/SRR1248277,SRX520325,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP041256,PRJNA244864,2,244864,SRS593899,SAMN02729317,simple,9031,Gallus gallus,GSM1370708,,,,,,,no,,,,,GEO,SRA158277,,public,6CA752C8D2DD1B29C7D2DA25E31CBF86,E04D4F80AC4964994328E79ACF34B1AD
SRR1248278,2015-07-22 17:05:07,2015-11-29 15:34:11,78353942,3290865564,0,42,3209,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/001219/SRR1248278,SRX520326,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP041256,PRJNA244864,2,244864,SRS593900,SAMN02729316,simple,9031,Gallus gallus,GSM1370710,,,,,,,no,,,,,GEO,SRA158277,,public,2B59E59B908B2036549AEEEA549FAA13,F10356CC0F57A840EA62ED1239E6C7E5
SRR1264528,2015-03-19 18:40:11,2015-03-19 18:31:11,94622330,19113710660,94622330,202,13423,,https://sra-download.ncbi.nlm.nih.gov/traces/sra26/SRR/001234/SRR1264528,SRX528281,cEB1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,400,0,ILLUMINA,Illumina HiSeq 2000,SRP041478,PRJNA245063,2,245063,SRS598133,SAMN02738215,simple,9031,Gallus gallus,cEB1,,,,,Male,,no,,,,,ACADEMIA SINICE,SRA159404,,public,8B2D74FF4D250409504DC4E28C60547E,3F9DAC6D04CF86732FE453C179ED02A8
SRR1264635,2015-07-22 17:07:29,2015-11-29 22:42:14,5965104,214743744,0,36,129,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/001234/SRR1264635,SRX528372,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041500,PRJNA245536,2,245536,SRS598214,SAMN02738978,simple,9031,Gallus gallus,GSM1375790,,,,,,,no,,,,,GEO,SRA160108,,public,4B114888287FA2D095D0CE74AA2E07BA,EDD451E8F543616C31599C19181DF069
SRR1264636,2015-07-22 17:07:29,2015-11-29 22:52:54,2945203,106027308,0,36,78,,https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/001234/SRR1264636,SRX528373,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041500,PRJNA245536,2,245536,SRS598215,SAMN02738968,simple,9031,Gallus gallus,GSM1375791,,,,,,,no,,,,,GEO,SRA160108,,public,7400925CD0016501AD1954BEA252AE5B,CACF62338D36C4DBC5F84C9AF33323E9
SRR1264637,2015-07-22 17:07:29,2015-11-29 22:43:51,30912373,1112845428,0,36,639,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/001234/SRR1264637,SRX528374,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041500,PRJNA245536,2,245536,SRS598216,SAMN02738973,simple,9031,Gallus gallus,GSM1375792,,,,,,,no,,,,,GEO,SRA160108,,public,BEA8148AE0324AA0E00CCC00E8D1422D,C850704BE6D75EAFC925F37C69B46F0F
SRR1264638,2015-07-22 17:07:29,2015-11-29 22:54:30,20189799,726832764,0,36,384,,https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/001234/SRR1264638,SRX528375,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041500,PRJNA245536,2,245536,SRS598217,SAMN02738964,simple,9031,Gallus gallus,GSM1375793,,,,,,,no,,,,,GEO,SRA160108,,public,4C48B890F0218F3A4568A6D29D673E44,46F4AE3EFB3521A90D19F4B90706EDF9
SRR1264639,2015-07-22 17:07:29,2015-11-29 21:16:02,25791844,928506384,0,36,403,,https://sra-download.ncbi.nlm.nih.gov/traces/sra11/SRR/001234/SRR1264639,SRX528376,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041500,PRJNA245536,2,245536,SRS598218,SAMN02738971,simple,9031,Gallus gallus,GSM1375794,,,,,,,no,,,,,GEO,SRA160108,,public,9DED48282216AE117B9841DB884001E2,4821E3024DD2CA6042704805F54F81DA
SRR1264640,2015-07-22 17:07:29,2015-11-29 22:41:28,29620050,1066321800,0,36,525,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/001235/SRR1264640,SRX528377,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041500,PRJNA245536,2,245536,SRS598219,SAMN02738974,simple,9031,Gallus gallus,GSM1375795,,,,,,,no,,,,,GEO,SRA160108,,public,F762781EE8B66DC4062B5418C7ADCD5B,15708ABDB29FDA0E8C02621085D162D4
SRR1264641,2015-07-22 17:07:29,2015-11-29 22:58:16,7524634,270886824,0,36,171,,https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/001235/SRR1264641,SRX528378,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041500,PRJNA245536,2,245536,SRS598220,SAMN02738965,simple,9031,Gallus gallus,GSM1375796,,,,,,,no,,,,,GEO,SRA160108,,public,479444BDFB8F240AF56E85ADF3290F3E,0B0B6B7E6A72FBDF511A89C5968DBB12
SRR1264642,2015-07-22 17:07:29,2015-11-29 21:17:42,19125061,688502196,0,36,389,,https://sra-download.ncbi.nlm.nih.gov/traces/sra11/SRR/001235/SRR1264642,SRX528379,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041500,PRJNA245536,2,245536,SRS598221,SAMN02738969,simple,9031,Gallus gallus,GSM1375797,,,,,,,no,,,,,GEO,SRA160108,,public,75871666F03A85FD88AB847806D50B9F,9F174DF63813D810F3730C7661C0EB7C
SRR1264643,2015-07-22 17:07:29,2015-11-29 22:31:51,33717569,1213832484,0,36,725,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/001235/SRR1264643,SRX528380,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041500,PRJNA245536,2,245536,SRS598222,SAMN02738976,simple,9031,Gallus gallus,GSM1375798,,,,,,,no,,,,,GEO,SRA160108,,public,443583A39CC3D21DF206A8FFF4D74D91,7486CD1396DD88F27E5E053D404A475C
SRR1264644,2015-07-22 17:07:29,2015-11-29 21:23:58,22558295,812098620,0,36,434,,https://sra-download.ncbi.nlm.nih.gov/traces/sra11/SRR/001235/SRR1264644,SRX528381,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041500,PRJNA245536,2,245536,SRS598223,SAMN02738966,simple,9031,Gallus gallus,GSM1375799,,,,,,,no,,,,,GEO,SRA160108,,public,A5BBA92D68FADF3B5CFA1D97231D5FA8,25187D9043E284AE5928345ABE4CE249
SRR1264645,2015-07-22 17:07:29,2015-11-29 22:57:52,11761490,423413640,0,36,222,,https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/001235/SRR1264645,SRX528382,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041500,PRJNA245536,2,245536,SRS598224,SAMN02738970,simple,9031,Gallus gallus,GSM1375800,,,,,,,no,,,,,GEO,SRA160108,,public,C4B5892E9F0DCFF610EB3B756CB5E01F,E6E4892EC429D6DCE0F7A437A79DE04C
SRR1264646,2015-07-22 17:07:29,2015-11-29 22:57:01,4979254,179253144,0,36,114,,https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/001235/SRR1264646,SRX528383,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041500,PRJNA245536,2,245536,SRS598225,SAMN02738975,simple,9031,Gallus gallus,GSM1375801,,,,,,,no,,,,,GEO,SRA160108,,public,02FE875FE51686FE41A9479714FE8079,A56843DA8B30DDAB8E0F2085D23D3BC9
SRR1264647,2015-07-22 17:07:29,2015-11-29 21:19:30,17956125,646420500,0,36,434,,https://sra-download.ncbi.nlm.nih.gov/traces/sra11/SRR/001235/SRR1264647,SRX528384,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041500,PRJNA245536,2,245536,SRS598226,SAMN02738967,simple,9031,Gallus gallus,GSM1375802,,,,,,,no,,,,,GEO,SRA160108,,public,83E5E9CE27AF11BAB6092364E65908AB,767CAEE380E35B8E9C1BBC354BC97354
SRR1264648,2015-07-22 17:07:29,2015-11-29 21:16:07,5669997,204119892,0,36,179,,https://sra-download.ncbi.nlm.nih.gov/traces/sra11/SRR/001235/SRR1264648,SRX528385,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041500,PRJNA245536,2,245536,SRS598227,SAMN02738972,simple,9031,Gallus gallus,GSM1375803,,,,,,,no,,,,,GEO,SRA160108,,public,55C156D73E72A0F6DB83381F2E325B8C,78DF7EC1DE2DF232B4A8BA928012E6A6
SRR1264649,2015-07-22 17:07:29,2015-11-29 22:56:06,4354735,156770460,0,36,151,,https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/001235/SRR1264649,SRX528386,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041500,PRJNA245536,2,245536,SRS598228,SAMN02738977,simple,9031,Gallus gallus,GSM1375804,,,,,,,no,,,,,GEO,SRA160108,,public,F2ECE742DF3947F165CF2610FF742DE3,ABACB53CA7AA25A5EBC31E14A358B5E8
SRR1264650,2015-07-22 17:07:29,2015-11-29 22:40:16,7614703,274129308,0,36,234,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/001235/SRR1264650,SRX528387,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041500,PRJNA245536,2,245536,SRS598229,SAMN02738981,simple,9031,Gallus gallus,GSM1375805,,,,,,,no,,,,,GEO,SRA160108,,public,E82FDA75574A3A5960ED75883429D678,C8E2434DDA418D6092C1999DF2A810A8
SRR1264651,2015-07-22 17:07:29,2015-11-29 22:49:59,11641509,419094324,0,36,344,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/001235/SRR1264651,SRX528388,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041500,PRJNA245536,2,245536,SRS598230,SAMN02738979,simple,9031,Gallus gallus,GSM1375806,,,,,,,no,,,,,GEO,SRA160108,,public,97805C436D30B625263C7C9D2AC36AA3,EEDC530E7E63A4943D158BB1314DFB30
SRR1264652,2015-07-22 17:07:29,2015-11-29 22:44:07,16066368,578389248,0,36,462,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/001235/SRR1264652,SRX528389,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041500,PRJNA245536,2,245536,SRS598231,SAMN02738980,simple,9031,Gallus gallus,GSM1375807,,,,,,,no,,,,,GEO,SRA160108,,public,EF27D9AA70C097324AFD504565803FD0,E05BE044F5B52749C6AC4239CEF9B3D9
SRR1264653,2015-07-22 17:07:29,2015-11-29 21:19:53,21950316,790211376,0,36,423,,https://sra-download.ncbi.nlm.nih.gov/traces/sra11/SRR/001235/SRR1264653,SRX528390,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041500,PRJNA245536,2,245536,SRS598232,SAMN02739001,simple,9031,Gallus gallus,GSM1375808,,,,,,,no,,,,,GEO,SRA160108,,public,455917AFAE63F56D811C362D59442F95,656CDDFC55DE84ACD4C32698BFC4F408
SRR1264654,2015-07-22 17:07:28,2015-11-29 22:46:35,25004310,900155160,0,36,493,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/001235/SRR1264654,SRX528391,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041500,PRJNA245536,2,245536,SRS598258,SAMN02739008,simple,9031,Gallus gallus,GSM1375809,,,,,,,no,,,,,GEO,SRA160108,,public,79198A07F75EC03D87D9C77AA9811D68,27A426825A917C16A8A9BCD5C3C42E06
